year,st_fips,abbrev,name,race_eth,race_cat,opioid_type,opioid_cat,obs_rate,deaths,pop,model_rate
2019,42,PA,Pennsylvania,nhb,Non-Hispanic Black,heroin,Heroin,7.8608257485614015,114,1479124,7.59
1999,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1183968,0.23
2000,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1194442,0.23
2001,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1203635,0.23
2002,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1210647,0.23
2003,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1218810,0.23
2004,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1229954,0.24000000000000002
2005,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1238925,0.24000000000000002
2006,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1255382,0.24000000000000002
2007,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1269937,0.24000000000000002
2008,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1287693,0.24000000000000002
2009,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1299042,0.24000000000000002
2010,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1309519,0.25
2011,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1316630,0.25
2012,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1326228,0.25
2013,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1336227,0.33999999999999997
2014,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1346794,0.45
2015,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1358781,0.61
2016,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1369539,0.8300000000000001
2017,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,0.9037634421867418,13,1378322,1.11
2018,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,1.8180581123977853,25,1387338,1.5
2019,45,SC,South Carolina,nhb,Non-Hispanic Black,heroin,Heroin,1.9820711357584653,27,1396913,2.02
1999,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,933692,0.13
2000,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,946342,0.13
2001,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,958969,0.14
2002,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,971396,0.14
2003,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,983859,0.15000000000000002
2004,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,997875,0.15000000000000002
2005,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1012550,0.15000000000000002
2006,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1032167,0.16
2007,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1045545,0.16
2008,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1057177,0.17
2009,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1069764,0.17
2010,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1082622,0.27
2011,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1094533,0.43000000000000005
2012,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1109906,0.6699999999999999
2013,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,1.0550219832886714,12,1120271,1.04
2014,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,1.5612396111590654,17,1131173,1.6400000000000001
2015,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,2.546542212880099,28,1141701,2.56
2016,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,2.992707982713135,34,1151724,2.9699999999999998
2017,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,3.58610050344693,40,1163501,3.4299999999999997
2018,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,3.9370397008276123,45,1173979,3.9699999999999998
2019,47,TN,Tennessee,nhb,Non-Hispanic Black,heroin,Heroin,4.541281485142612,53,1183163,4.6
1999,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,0.7329416097544317,17,2383355,0.62
2000,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,0.5658182178119776,13,2417452,0.63
2001,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,0.7366014762945313,17,2462927,0.64
2002,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,0.7192970555811902,17,2505524,0.65
2003,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,0.6189644187108891,15,2542226,0.6599999999999999
2004,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,0.5467146681441212,14,2584340,0.6699999999999999
2005,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,0.7382456999167636,19,2631050,0.6699999999999999
2006,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,0.7023550071012374,20,2768488,0.6799999999999999
2007,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,0.7187115050374168,20,2813170,0.69
2008,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,0.4035211128159328,12,2864352,0.7
2009,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,0.7641814505013835,23,2924386,0.71
2010,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,0.4081805513978493,13,2981778,0.72
2011,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,0.7094828176586083,21,3036334,0.73
2012,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,0.7670948864757587,25,3102455,0.74
2013,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,0.7507215574129049,25,3166223,0.75
2014,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,0.9029049583770279,32,3241543,0.76
2015,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,0.6879747906784649,23,3322620,0.76
2016,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,1.0560207928454362,38,3400316,0.98
2017,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,1.3089275298074892,47,3472252,1.26
2018,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,1.6525294381214224,62,3538036,1.61
2019,48,TX,Texas,nhb,Non-Hispanic Black,heroin,Heroin,1.979108651117746,74,3609576,2.06
1999,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,18509,1.04
2000,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,20066,1.01
2001,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,21320,0.99
2002,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,22439,0.97
2003,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,23166,0.9500000000000001
2004,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,24201,0.92
2005,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,25588,0.9
2006,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,27450,0.88
2007,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,29225,0.8600000000000001
2008,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,30553,0.8400000000000001
2009,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,32346,0.8200000000000001
2010,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,33516,0.81
2011,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,34569,0.7899999999999999
2012,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,36035,0.77
2013,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,37338,1.1300000000000001
2014,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,38495,1.6700000000000002
2015,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,39788,2.4499999999999997
2016,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,42067,3.6
2017,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,44699,5.3
2018,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,46701,7.8
2019,49,UT,Utah,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,48933,11.47
1999,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,1.8922241299094342,27,1398401,1.95
2000,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,1.840120960121271,27,1417629,1.85
2001,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,1.3094915708292778,19,1433075,1.75
2002,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,2.0834142062041576,30,1448954,1.6600000000000001
2003,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,1.7774590309173754,26,1462439,1.57
2004,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,1.0641249293486739,16,1482757,1.49
2005,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,1.3186554986758794,19,1501249,1.41
2006,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,1.3609869252316715,21,1522237,1.33
2007,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,1.6908150260735695,25,1536803,1.26
2008,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,1.027516395011838,17,1552874,1.2
2009,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,1.3584216924807397,22,1570777,1.1300000000000001
2010,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1589730,1.07
2011,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,0.9986092359199006,16,1602057,1.36
2012,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,2.0161383401738,32,1617590,1.72
2013,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,1.559003046759615,28,1631849,2.17
2014,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,2.308032609053598,39,1646093,2.75
2015,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,3.2862270103987647,57,1660483,3.4899999999999998
2016,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,5.465163799853126,93,1672414,4.41
2017,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,6.985846614240784,116,1685534,5.59
2018,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,6.5581732433326865,115,1696454,7.07
2019,51,VA,Virginia,nhb,Non-Hispanic Black,heroin,Heroin,7.808156071914235,133,1707048,8.96
1999,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,211011,0.9400000000000001
2000,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,219098,1.03
2001,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,225568,1.1400000000000001
2002,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,231378,1.25
2003,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,235249,1.3800000000000001
2004,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,240112,1.52
2005,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,245672,1.6800000000000002
2006,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,253954,1.85
2007,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,260396,2.04
2008,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,269580,2.24
2009,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,278986,2.4699999999999998
2010,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,285009,2.72
2011,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,294475,3
2012,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,304040,3.3099999999999996
2013,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,3.9773556407126534,11,311873,3.65
2014,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,5.1366398247976965,17,320178,4.02
2015,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,5.230559580385676,16,330038,4.430000000000001
2016,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,4.673790998112582,16,341649,4.88
2017,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,6.487568328799278,22,353830,5.37
2018,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,5.826425544971402,22,365469,5.92
2019,53,WA,Washington,nhb,Non-Hispanic Black,heroin,Heroin,5.976566443905674,22,376512,6.53
1999,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,307836,2.64
2000,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,315377,2.38
2001,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,322200,2.15
2002,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,329381,1.94
2003,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,335487,1.75
2004,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,341016,1.58
2005,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,347084,1.42
2006,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,353373,1.75
2007,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,359990,2.15
2008,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,366187,2.64
2009,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,372235,3.25
2010,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,377553,3.9899999999999998
2011,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,5.604881153523254,18,382046,4.91
2012,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,5.275088987031164,18,385493,6.03
2013,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,5.2214347675035455,18,388581,7.41
2014,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,10.75880914110047,38,392363,9.11
2015,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,10.094659887965388,34,395625,9.719999999999999
2016,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,9.622129816997933,33,398669,10.38
2017,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,12.558990415878394,48,402689,11.08
2018,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,10.316808025204203,37,405408,11.82
2019,55,WI,Wisconsin,nhb,Non-Hispanic Black,heroin,Heroin,12.937125448789018,46,406862,12.62
1999,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,59521,0.08
2000,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,60410,0.11
2001,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,60508,0.15000000000000002
2002,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,61071,0.22
2003,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,62004,0.32
2004,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,62738,0.45
2005,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,63541,0.64
2006,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,64932,0.92
2007,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,66144,1.31
2008,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,67289,1.87
2009,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,68806,2.66
2010,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,69941,3.8
2011,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,70765,5.42
2012,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,71317,7.74
2013,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,14.98755985463553,11,72094,11.05
2014,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,72494,15.77
2015,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,27.299792778941885,19,72757,22.51
2016,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,20.928515985630394,16,72690,20.459999999999997
2017,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,22.54700995612748,16,72527,18.6
2018,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,72667,16.9
2019,54,WV,West Virginia,nhb,Non-Hispanic Black,heroin,Heroin,15.815545709010822,11,72580,15.360000000000001
1999,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,442591,0.32
2000,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,440409,0.38
2001,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,441842,0.44
2002,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,445472,0.51
2003,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,447415,0.6
2004,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,453472,0.7
2005,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,456747,0.8200000000000001
2006,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,461371,0.9500000000000001
2007,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,463399,1.11
2008,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,466407,1.3
2009,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,471660,1.51
2010,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,480101,1.77
2011,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,482393,2.06
2012,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,3.9935360265744047,21,483714,2.4099999999999997
2013,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,3.5182707178610495,18,484034,2.8099999999999996
2014,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,2.4657217166540484,13,480526,3.2800000000000002
2015,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,4.39649747934518,24,478708,3.8299999999999996
2016,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,6.61653682369921,32,477956,4.470000000000001
2017,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,4.417673604430515,21,472714,5.21
2018,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,4.749954175394298,23,467930,6.08
2019,02,AK,Alaska,nhw,Non-Hispanic White,heroin,Heroin,5.63508483874865,27,464212,7.1
1999,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,3152975,0.02
2000,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,3153172,0.03
2001,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,3151605,0.03
2002,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,3148576,0.04
2003,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,3152869,0.05
2004,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,3158508,0.07
2005,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,3171859,0.09
2006,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,3195774,0.12000000000000001
2007,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,3211122,0.16
2008,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,3226007,0.2
2009,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,0.39426016661549873,12,3238154,0.26
2010,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,3243764,0.33999999999999997
2011,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,0.503828158213174,14,3244977,0.44
2012,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,1.0273177074785447,30,3247398,0.8600000000000001
2013,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,1.1334518902853459,34,3247350,1.6800000000000002
2014,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,3.6612354299867738,107,3247183,3.3
2015,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,3.134602343568083,90,3243876,3.42
2016,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,3.764599332482753,107,3241717,3.55
2017,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,3.4716180396315135,102,3240764,3.69
2018,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,4.03505295999153,115,3241158,3.8299999999999996
2019,01,AL,Alabama,nhw,Non-Hispanic White,heroin,Heroin,3.905969814128718,114,3244551,3.9699999999999998
1999,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,2116895,0.12000000000000001
2000,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,2124914,0.12000000000000001
2001,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,2124966,0.13
2002,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,2126092,0.13
2003,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,2130348,0.14
2004,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,2139669,0.14
2005,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,2152444,0.15000000000000002
2006,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,2170572,0.16
2007,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,2181388,0.16
2008,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,2190638,0.17
2009,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,2197627,0.18
2010,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,2206607,0.18
2011,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,2212779,0.19
2012,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,2213209,0.2
2013,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,2211459,0.21000000000000002
2014,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,2210501,0.28
2015,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,2210166,0.38
2016,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,0.6254118786080478,12,2209961,0.5
2017,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,0.569086273376483,12,2210331,0.6699999999999999
2018,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,0.8329547512257549,16,2210186,0.9
2019,05,AR,Arkansas,nhw,Non-Hispanic White,heroin,Heroin,1.2276394492931397,24,2210243,1.2
1999,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,0.4417827117694779,14,3286155,0.4
2000,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,0.33934288394327317,11,3334438,0.46
2001,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,0.442726920098909,15,3374010,0.53
2002,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,0.532882541351066,18,3418749,0.61
2003,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,1.0714325907638809,37,3460526,0.7
2004,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,0.8912565898071791,30,3520787,0.81
2005,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,0.612896016582142,22,3600275,0.93
2006,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,1.0133236696582741,39,3671941,1.08
2007,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,1.0873020143056107,38,3711019,1.24
2008,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,1.1798679007374586,42,3741412,1.43
2009,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,1.4486991189264178,53,3750677,1.6500000000000001
2010,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,1.7814418650703652,60,3763299,1.9
2011,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,2.3784690967038915,81,3775798,2.19
2012,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,2.0232240763577725,69,3797301,2.53
2013,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,2.9396219845423612,102,3813688,2.9099999999999997
2014,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,3.718637697133847,131,3841435,3.36
2015,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,4.764761819392935,163,3868343,3.8699999999999997
2016,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,5.227949951891147,182,3902185,4.46
2017,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,5.202572248532743,185,3933398,5.14
2018,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,6.165169503188707,219,3973938,5.92
2019,04,AZ,Arizona,nhw,Non-Hispanic White,heroin,Heroin,5.0353422570596935,182,4016896,6.83
1999,06,CA,California,nhw,Non-Hispanic White,heroin,Heroin,1.3978526302897833,240,16390114,1.1700000000000002
2000,06,CA,California,nhw,Non-Hispanic White,heroin,Heroin,0.9585139670920405,166,16361791,1.12
2001,06,CA,California,nhw,Non-Hispanic White,heroin,Heroin,0.6366663958512735,109,16363600,1.07
2002,06,CA,California,nhw,Non-Hispanic White,heroin,Heroin,1.0952337118831796,189,16299607,1.02
2003,06,CA,California,nhw,Non-Hispanic White,heroin,Heroin,1.1487730416725717,199,16230453,0.98
