year,st_fips,abbrev,name,race_eth,race_cat,opioid_type,opioid_cat,obs_rate,deaths,pop,model_rate
2012,02,AK,Alaska,nhw,Non-Hispanic White,single_heroin,Heroin alone,3.3965707174897215,18,483714,1.46
2013,02,AK,Alaska,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,484034,1.6
2014,02,AK,Alaska,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,480526,1.75
2015,02,AK,Alaska,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,478708,1.92
2016,02,AK,Alaska,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.845209967818058,14,477956,2.1
2017,02,AK,Alaska,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,472714,2.3
2018,02,AK,Alaska,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,467930,2.51
2019,02,AK,Alaska,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.3935395843224887,11,464212,2.75
1999,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,3152975,0.02
2000,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,3153172,0.02
2001,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,3151605,0.03
2002,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,3148576,0.04
2003,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,3152869,0.05
2004,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,3158508,0.06
2005,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,3171859,0.08
2006,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,3195774,0.1
2007,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,3211122,0.13
2008,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,3226007,0.17
2009,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,3238154,0.22
2010,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,3243764,0.29000000000000004
2011,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.383501685744401,11,3244977,0.37
2012,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.9141550566211635,27,3247398,0.71
2013,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.9054905537144539,27,3247350,1.37
2014,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.8508648684095936,83,3247183,2.63
2015,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.56189775497081,74,3243876,2.57
2016,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.3703263307342892,66,3241717,2.51
2017,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.193083654287692,64,3240764,2.4499999999999997
2018,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.972151873069233,86,3241158,2.3899999999999997
2019,01,AL,Alabama,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.0033636672308823,59,3244551,2.34
1999,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2116895,0.13
2000,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2124914,0.12000000000000001
2001,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2124966,0.11
2002,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2126092,0.1
2003,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2130348,0.1
2004,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2139669,0.09
2005,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2152444,0.08
2006,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2170572,0.08
2007,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2181388,0.07
2008,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2190638,0.09
2009,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2197627,0.1
2010,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2206607,0.12000000000000001
2011,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2212779,0.14
2012,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2213209,0.17
2013,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2211459,0.2
2014,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2210501,0.24000000000000002
2015,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2210166,0.29000000000000004
2016,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2209961,0.33999999999999997
2017,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2210331,0.41000000000000003
2018,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.603688826324268,12,2210186,0.49
2019,05,AR,Arkansas,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.5433967641626032,11,2210243,0.58
1999,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.4417827117694779,14,3286155,0.32
2000,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,3334438,0.37
2001,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.39433718257689365,13,3374010,0.43000000000000005
2002,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.5046953774564112,17,3418749,0.51
2003,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.0088724745075346,35,3460526,0.59
2004,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.7903591956843589,27,3520787,0.69
2005,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.5580275154746847,20,3600275,0.81
2006,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.9861544659722874,38,3671941,0.9400000000000001
2007,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.8525880432718207,30,3711019,1.1
2008,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.0758252206324914,38,3741412,1.29
2009,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.2428766614331275,46,3750677,1.5
2010,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.6259548372122907,55,3763299,1.76
2011,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.1225864755093387,72,3775798,2.05
2012,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.810445587573841,62,3797301,2.4
2013,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.810682492930313,97,3813688,2.8
2014,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,3.443645484667996,120,3841435,3.27
2015,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,4.313607990837377,148,3868343,3.82
2016,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,4.603379663826849,158,3902185,4.46
2017,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,4.006117557549207,144,3933398,4.4
2018,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,4.753149912165095,170,3973938,4.34
2019,04,AZ,Arizona,nhw,Non-Hispanic White,single_heroin,Heroin alone,4.106110257047104,149,4016896,4.2700000000000005
1999,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.5125710403198624,89,16390114,0.45
2000,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.3709148518000455,65,16361791,0.47000000000000003
2001,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.26615221450802107,45,16363600,0.48000000000000004
2002,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.5210571499107745,90,16299607,0.49
2003,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.706812372835376,122,16230453,0.51
2004,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.5961662432415952,103,16132029,0.52
2005,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.3779205303134174,66,15987525,0.53
2006,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.4037082033966686,67,15819429,0.55
2007,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.6016598625014847,99,15685442,0.62
2008,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.6752413563385944,111,15606804,0.7
2009,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.7978210454543297,123,15538954,0.7899999999999999
2010,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.8046947032503655,123,15478700,0.9
2011,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.9283992387593918,139,15457358,1.02
2012,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.0848960291899172,169,15451577,1.1500000000000001
2013,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.4416821847943169,218,15436025,1.3
2014,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.7356427098406537,267,15425447,1.47
2015,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.0044691452785113,305,15396414,1.6700000000000002
2016,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.9561663895046277,296,15329480,1.8900000000000001
2017,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.0958788575554115,322,15241439,2.14
2018,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.1971272088062377,330,15126497,2.42
2019,06,CA,California,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.479722132952437,384,14978104,2.74
1999,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.6112964289837053,22,3220042,0.6
2000,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.39886321567839234,14,3263334,0.42000000000000004
2001,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,3312083,0.3
2002,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.4695387839448655,17,3334535,0.35
2003,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.3598114035772136,13,3342945,0.42000000000000004
2004,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.33430512621304515,12,3358655,0.49
2005,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.7990991885440049,29,3381585,0.58
2006,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.8599997476188246,30,3427685,0.69
2007,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.7607467872569453,27,3470589,0.8200000000000001
2008,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.7637668763884433,27,3515168,0.97
2009,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.2618057403566931,46,3555758,1.1400000000000001
2010,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.8806297183404171,33,3589941,1.35
2011,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.6603877825653182,58,3627130,1.6
2012,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.919182797426833,70,3667118,1.9
2013,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.2329631862294606,83,3709731,2.25
2014,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.693335155115776,101,3753583,2.66
2015,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.758175174030163,109,3810005,3.15
2016,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,4.028319479079568,155,3859478,3.73
2017,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,3.5998124223798165,144,3896072,3.4899999999999998
2018,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,3.40645576483031,137,3933916,3.2800000000000002
2019,08,CO,Colorado,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.950831775160514,124,3965607,3.07
1999,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.4521154400885097,65,2673837,2.4699999999999998
2000,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.6309582883322116,69,2673358,2.54
2001,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.429315999620574,63,2670222,2.61
2002,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.5330314406645664,63,2668303,2.69
2003,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,3.147677579325308,79,2666380,2.7600000000000002
2004,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,3.069563148482401,73,2655870,2.84
2005,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.9092476995871355,46,2643624,2.92
2006,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.719466287402926,65,2628177,3
2007,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,3.6570109646737343,87,2612716,3.08
2008,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,3.79229532910089,84,2603679,3.17
2009,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,3.194127854735032,75,2592081,3.2600000000000002
2010,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.5282866878764727,57,2583570,3.3499999999999996
2011,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,3.3547892372906167,73,2569477,3.44
2012,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,3.5670958566998623,80,2551942,4.58
2013,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,7.293557724029362,162,2532529,6.109999999999999
2014,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,9.130569205049149,200,2510812,8.139999999999999
2015,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,9.625684639334226,215,2484464,10.850000000000001
2016,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,6.22530205561197,140,2457802,6.33
2017,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,3.645182692021462,84,2432885,3.7
2018,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.3056497983222486,48,2407781,2.16
2019,09,CT,Connecticut,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.2082386610655167,27,2382336,1.26
1999,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,161711,0.58
2000,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,162567,0.61
2001,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,166954,0.63
2002,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,168662,0.6599999999999999
2003,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,168805,0.69
2004,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,172775,0.72
2005,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,178286,0.76
2006,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,184613,0.7899999999999999
2007,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,191712,0.8300000000000001
2008,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,197418,0.8600000000000001
2009,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,206478,0.9
2010,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,215487,0.9400000000000001
2011,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,222697,0.99
2012,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,230013,1.03
2013,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,236039,1.08
2014,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,241504,1.1300000000000001
2015,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,247992,1.1800000000000002
2016,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,253874,1.23
2017,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,259989,1.28
2018,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,264731,1.34
2019,11,DC,District of Columbia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,269174,1.4
1999,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,571402,1.4
2000,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,574660,1.25
2001,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,575794,1.12
2002,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,577785,1
2003,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,580553,0.89
2004,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,583947,0.7899999999999999
2005,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,587309,0.71
2006,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,590768,0.9
2007,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,593044,1.1500000000000001
2008,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,595577,1.47
2009,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,595096,1.8800000000000001
2010,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,596057,2.4
2011,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.2951251285467995,12,597306,3.06
2012,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,3.574529233752832,18,599512,3.9099999999999997
2013,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,5.205640326020745,27,601464,4.99
2014,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,6.4788695907065,33,603836,6.38
2015,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,8.3749218152631,47,605439,8.139999999999999
2016,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,5.817025073553893,31,606686,5.22
2017,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.7796271604390888,16,607703,3.34
2018,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.4711320366495904,14,608963,2.14
2019,10,DE,Delaware,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,610692,1.37
1999,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.917300464586047,84,10552506,0.9400000000000001
2000,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.1545913237658796,105,10608531,1.1
2001,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.2634205833450034,119,10688234,1.29
2002,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.4071282852358535,132,10779849,1.51
2003,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.4472919808964484,137,10861131,1.21
2004,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.9164837021200956,87,10999877,0.96
2005,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.5992783571713457,58,11127642,0.77
2006,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.5319166883730301,52,11166115,0.61
2007,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.3745779350868524,38,11142551,0.49
2008,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.575148560175758,56,11102797,0.39
2009,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.4169737715119602,40,11060801,0.31
2010,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.15741042586262197,15,11064821,0.25
2011,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.3002827988283934,27,11071448,0.41000000000000003
2012,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.6227916785969458,57,11110379,0.6799999999999999
2013,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.165972396929207,106,11145279,1.1400000000000001
2014,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.9689298573866791,180,11217783,1.9
2015,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,3.2889622270274645,294,11324144,3.16
2016,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.4778046932328293,239,11443458,2.57
2017,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.902847504323736,177,11524395,2.08
2018,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.660503843897295,158,11575332,1.6900000000000002
2019,12,FL,Florida,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.4985271455688376,142,11627449,1.37
1999,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,5156629,0.01
2000,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,5196678,0.02
2001,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,5233641,0.02
2002,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,5259775,0.03
2003,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,5278178,0.04
2004,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,5307497,0.06
2005,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,5340448,0.08
2006,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,5399688,0.11
2007,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,5445088,0.15000000000000002
2008,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.28139324973525426,15,5476294,0.21000000000000002
2009,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.2723366558902943,14,5490015,0.29000000000000004
2010,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,5498979,0.39
2011,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.4352806818629837,23,5512946,0.54
2012,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.5100685021639272,27,5537183,0.74
2013,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,0.9527532203797463,49,5541525,1.02
2014,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,1.6091797732256852,83,5554999,1.3900000000000001
2015,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.0374230354963667,103,5570376,1.91
2016,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.724311314414114,142,5586081,2.63
2017,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.1921831025990817,111,5597305,2.42
2018,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.4053927567674895,124,5604701,2.23
2019,13,GA,Georgia,nhw,Non-Hispanic White,single_heroin,Heroin alone,2.0085238627874293,101,5615906,2.06
1999,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,324217,0.39
2000,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,320420,0.42000000000000004
2001,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,325086,0.46
2002,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,329581,0.5
2003,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,332322,0.54
2004,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,338695,0.59
2005,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,345967,0.64
2006,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,352227,0.69
2007,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,350688,0.75
2008,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,355214,0.8200000000000001
2009,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,357114,0.89
2010,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,361082,0.96
2011,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,362602,1.05
2012,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,365469,1.1400000000000001
2013,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,369550,1.23
2014,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,370425,1.34
2015,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,371480,1.45
2016,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,370478,1.58
2017,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,367125,1.71
2018,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,363459,1.86
2019,15,HI,Hawaii,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,359481,2.02
1999,19,IA,Iowa,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2737420,0.04
2000,19,IA,Iowa,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2728456,0.05
2001,19,IA,Iowa,nhw,Non-Hispanic White,single_heroin,Heroin alone,NA,NA,2720741,0.06
