year,st_fips,abbrev,name,race_eth,race_cat,opioid_type,opioid_cat,obs_rate,deaths,pop,model_rate
2000,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,421346,0.8700000000000001
2001,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,417059,1.27
2002,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,414503,1.85
2003,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,412158,2.71
2004,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,4.998819263200964,20,409893,3.9499999999999997
2005,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,4.552830678749317,19,408735,5.76
2006,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,9.797624197547204,37,407556,8.41
2007,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,8.662649294060547,33,405286,7.89
2008,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,5.371098827066534,20,403531,7.4
2009,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,7.6938955755985265,30,401094,6.94
2010,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,4.0166654936333845,16,399504,6.51
2011,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,4.42103260667579,17,398643,6.1
2012,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,6.806218505169282,25,399003,5.72
2013,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,5.926645301050102,25,398563,5.37
2014,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,11.659650574339139,50,398806,9.42
2015,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,12.71838040939003,57,397000,16.53
2016,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,28.865412917506934,115,391862,29.01
2017,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,22.48650293991764,93,386773,20.5
2018,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,15.189977855870636,63,380294,14.49
2019,24510,Baltimore city (MD),Baltimore city,nhb,Non-Hispanic Black,heroin,Heroin,9.024562918402474,40,373409,10.239999999999998
1999,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,147983,0.06
2000,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,154600,0.11
2001,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,162725,0.21000000000000002
2002,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,169795,0.38
2003,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,177094,0.71
2004,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,184245,1.33
2005,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,190157,2.4699999999999998
2006,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,195603,2.36
2007,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,200494,2.2600000000000002
2008,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,204404,2.17
2009,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,209439,2.07
2010,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,214332,1.99
2011,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,218539,1.9
2012,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,221973,1.82
2013,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,226221,1.74
2014,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,229833,3.4
2015,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,5.801985616479474,14,233857,6.619999999999999
2016,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,14.311768638194584,34,238900,12.89
2017,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,6.437950533039312,15,243095,8.55
2018,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,6.275773071019415,16,247095,5.67
2019,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,251350,3.7600000000000002
1999,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,97838,0.8500000000000001
2000,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,98771,0.92
2001,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,99418,0.99
2002,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,101112,1.07
2003,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,101433,1.1600000000000001
2004,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,104127,1.25
2005,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,105779,1.35
2006,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,112182,1.46
2007,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,115011,1.57
2008,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,117818,1.7
2009,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,120551,1.83
2010,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,124080,1.98
2011,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,126967,2.14
2012,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,130909,2.3099999999999996
2013,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,134090,2.4899999999999998
2014,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,137537,2.69
2015,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,141839,2.9
2016,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,145571,3.13
2017,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,148712,3.38
2018,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,151591,3.65
2019,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,154570,3.94
1999,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,429260,0.17
2000,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,434786,0.21000000000000002
2001,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,437196,0.25
2002,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,439501,0.31
2003,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,439237,0.38
2004,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,436777,0.46
2005,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,433090,0.5700000000000001
2006,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,429729,0.69
2007,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,427924,0.8500000000000001
2008,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,428574,1.04
2009,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,430157,1.27
2010,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,431052,1.55
2011,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,431700,1.9
2012,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,2.4153617068173316,11,432381,2.32
2013,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,2.9170349388332113,14,434144,2.84
2014,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,435443,3.48
2015,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,3.603038376948735,19,436292,4.26
2016,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,4.290680618155014,21,435968,5.21
2017,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,8.49411648978474,41,432757,6.37
2018,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,7.987965127321483,39,428525,7.79
2019,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,heroin,Heroin,8.97260138709903,45,423776,9.53
1999,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,107482,0.1
2000,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,107758,0.13
2001,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,107122,0.16
2002,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,106905,0.2
2003,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,106537,0.25
2004,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,106615,0.32
2005,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,106468,0.4
2006,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,106282,0.5
2007,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,105773,0.62
2008,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,105628,0.77
2009,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,105632,0.96
2010,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,105290,1.2
2011,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,106408,1.5
2012,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,107576,1.8800000000000001
2013,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,108795,2.3499999999999996
2014,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,109419,2.9299999999999997
2015,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,109853,3.66
2016,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,110404,4.57
2017,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,110008,5.7
2018,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,109314,7.119999999999999
2019,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,108906,8.89
1999,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,124919,2.36
2000,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,131463,2.18
2001,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,139492,2.01
2002,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,147280,1.86
2003,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,154953,1.72
2004,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,165502,1.59
2005,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,176017,1.47
2006,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,187564,1.36
2007,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,197393,1.25
2008,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,205172,1.1600000000000001
2009,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,210583,1.07
2010,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,213771,0.99
2011,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,216980,0.92
2012,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,224585,0.8500000000000001
2013,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,229943,0.7799999999999999
2014,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,238326,0.72
2015,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,249224,0.96
2016,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,261196,1.29
2017,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,273752,1.72
2018,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,285012,2.29
2019,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,294640,3.06
1999,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,91593,0.18
2000,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,93356,0.2
2001,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,94249,0.23
2002,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,95003,0.26
2003,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,95338,0.3
2004,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,95531,0.33999999999999997
2005,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,96623,0.39
2006,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,96911,0.44
2007,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,97896,0.5
2008,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,99669,0.5700000000000001
2009,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,101248,0.65
2010,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,102979,0.74
2011,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,104055,0.8400000000000001
2012,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,104501,0.96
2013,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,105890,1.1
2014,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,107074,1.25
2015,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,108341,1.42
2016,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,109228,1.62
2017,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,109988,1.85
2018,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,110736,2.1
2019,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,111368,2.4
1999,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1407944,0.09
2000,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1407868,0.1
2001,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1398106,0.1
2002,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1388015,0.11
2003,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1376060,0.12000000000000001
2004,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1361597,0.13
2005,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1346398,0.14
2006,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1330004,0.14
2007,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1315487,0.15000000000000002
2008,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1302931,0.17
2009,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1293197,0.18
2010,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1286507,0.19
2011,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1281639,0.62
2012,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,1278217,2.04
2013,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,7.48254842139424,97,1271335,6.71
2014,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,9.57933677478023,126,1263753,8.94
2015,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,9.671361451983095,128,1254589,11.9
2016,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,16.561735902482933,210,1242721,15.850000000000001
2017,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,21.930507388593785,288,1227509,21.110000000000003
2018,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,20.525816225297735,269,1215212,21.56
2019,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,heroin,Heroin,22.51728365975207,296,1207360,22.02
