year,st_fips,abbrev,name,race_eth,race_cat,opioid_type,opioid_cat,obs_rate,deaths,pop,model_rate
2001,36119,Westchester County (NY),Westchester County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,132116,1.06
2002,36119,Westchester County (NY),Westchester County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,132285,1.1400000000000001
2003,36119,Westchester County (NY),Westchester County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,131702,1.22
2004,36119,Westchester County (NY),Westchester County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,131263,1.32
2005,36119,Westchester County (NY),Westchester County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,130811,1.41
2006,36119,Westchester County (NY),Westchester County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,130252,1.52
2007,36119,Westchester County (NY),Westchester County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,130048,1.6300000000000001
2008,36119,Westchester County (NY),Westchester County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,129988,1.76
2009,36119,Westchester County (NY),Westchester County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,130992,1.8900000000000001
2010,36119,Westchester County (NY),Westchester County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,132373,2.03
2011,36119,Westchester County (NY),Westchester County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,133573,2.18
2012,36119,Westchester County (NY),Westchester County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,134414,2.3499999999999996
2013,36119,Westchester County (NY),Westchester County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,135607,2.52
2014,36119,Westchester County (NY),Westchester County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,136548,2.71
2015,36119,Westchester County (NY),Westchester County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,137240,2.92
2016,36119,Westchester County (NY),Westchester County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,137670,3.14
2017,36119,Westchester County (NY),Westchester County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,137955,3.3699999999999997
2018,36119,Westchester County (NY),Westchester County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,138311,3.62
2019,36119,Westchester County (NY),Westchester County,nhb,Non-Hispanic Black,heroin,Heroin,NA,NA,138785,3.9
1999,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,1713164,0.04
2000,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,1726476,0.07
2001,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,1740998,0.12000000000000001
2002,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,1738246,0.22
2003,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,1730989,0.4
2004,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,0.6991907148115255,14,1727546,0.74
2005,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,0.9067058951273212,17,1731419,0.8700000000000001
2006,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,1.2446292659338944,23,1745524,1.02
2007,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,1.1895642756217542,23,1763148,1.2
2008,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,1.2450138696777178,23,1783055,1.4
2009,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,1.8933828188408675,37,1802789,1.6500000000000001
2010,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,1.3533047123359272,27,1823274,1.93
2011,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,2.103348735201654,38,1850917,2.27
2012,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,2.2616207731294895,43,1880366,2.66
2013,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,3.6170890386518133,72,1909674,3.12
2014,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,3.568778820861532,73,1937915,3.66
2015,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,3.4634384837357075,75,1972959,3.67
2016,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,4.179833484184336,86,1998573,3.69
2017,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,3.6712160262762943,79,2015484,3.71
2018,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,3.8704382557219565,86,2034053,3.72
2019,08001,Adams County (CO),Adams County,nhw,Non-Hispanic White,heroin,Heroin,3.4800319744176673,77,2049893,3.74
1999,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,621883,0.48000000000000004
2000,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,620293,0.45
2001,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,614980,0.42000000000000004
2002,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,599069,0.39
2003,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,585188,0.37
2004,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,571758,0.35
2005,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,560656,0.32
2006,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,552758,0.3
2007,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,548174,0.29000000000000004
2008,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,546526,0.27
2009,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,545969,0.25
2010,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,542489,0.23
2011,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,543457,0.3
2012,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,547224,0.37
2013,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,551363,0.47000000000000003
2014,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,556817,0.59
2015,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,560269,0.74
2016,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,559101,0.93
2017,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,554669,1.1700000000000002
2018,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,549302,1.47
2019,06001,Alameda County (CA),Alameda County,nhw,Non-Hispanic White,heroin,Heroin,2.4224305184103305,14,542435,1.85
1999,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,1089516,0.03
2000,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,1079229,0.13
2001,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,1070473,0.48000000000000004
2002,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,1061028,1.83
2003,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,6.710423610320011,68,1051418,6.970000000000001
2004,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,5.924369302908757,60,1038557,5.78
2005,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,6.241282461912567,62,1024191,4.8
2006,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,2.2599342284961637,23,1013150,3.98
2007,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,3.023895551396927,29,1006581,3.3
2008,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,5.339831378421389,52,1001744,4.1499999999999995
2009,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,5.3346006970876,52,999582,5.21
2010,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,4.140905406719822,37,998411,6.54
2011,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,8.322554586125785,77,998757,8.219999999999999
2012,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,11.54266953842997,111,997606,10.32
2013,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,12.560539579352811,116,996072,12.96
2014,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,14.749454490310281,135,992349,16.279999999999998
2015,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,20.931838026162264,195,986113,20.439999999999998
2016,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,26.44375530112858,251,980916,25.67
2017,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,24.46255268262931,228,973187,23.56
2018,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,18.915127576848604,175,967767,21.62
2019,42003,Allegheny County (PA),Allegheny County,nhw,Non-Hispanic White,heroin,Heroin,21.193821336084426,191,963640,19.84
1999,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,209329,1.6900000000000002
2000,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,203156,2.05
2001,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,197586,2.4899999999999998
2002,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,191937,3.01
2003,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,187461,3.65
2004,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,182853,4.430000000000001
2005,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,5.416539790980954,11,179374,5.37
2006,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,8.186447458401997,16,177962,6.51
2007,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,8.806092085366478,15,177304,7.89
2008,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,6.846841463143607,13,176748,9.56
2009,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,13.461703435592987,24,177052,11.59
2010,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,6.919872792883314,13,177033,9.03
2011,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,176389,7.04
2012,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,6.942083619431154,13,177007,5.49
2013,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,9.398323886868978,21,176275,8.370000000000001
2014,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,10.837161915381737,19,175817,12.739999999999998
2015,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,21.234915003042776,38,175161,19.41
2016,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,30.393245649606484,56,173237,29.57
2017,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,17.731376560121753,38,171697,18.95
2018,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,9.145301239986432,16,169849,12.139999999999999
2019,24510,Baltimore city (MD),Baltimore city,nhw,Non-Hispanic White,heroin,Heroin,9.45651058923869,19,167143,7.78
1999,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,561613,1.33
2000,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,558773,1.49
2001,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,555501,1.6700000000000002
2002,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,552381,1.87
2003,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,548822,2.09
2004,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,2.6062167107503384,13,544313,2.34
2005,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,538938,2.62
2006,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,3.1797272573500694,16,533575,2.9299999999999997
2007,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,4.2026970937330725,20,526730,3.29
2008,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,4.365852072606542,21,521369,3.68
2009,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,4.9094830149733895,22,515894,4.119999999999999
2010,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,3.8265357564144176,17,512141,4.609999999999999
2011,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,3.075279531728567,13,510789,5.159999999999999
2012,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,5.8259537566427975,27,508967,5.78
2013,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,6.797475788121565,31,505826,6.48
2014,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,9.925159558213291,44,501750,9.75
2015,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,14.204809127403832,61,497084,14.69
2016,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,20.313474251015872,88,491086,22.130000000000003
2017,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,16.614224340288587,71,484350,14.77
2018,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,12.016293111931493,47,477194,9.860000000000001
2019,24005,Baltimore County (MD),Baltimore County,nhw,Non-Hispanic White,heroin,Heroin,3.92787170220269,18,470549,6.58
1999,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,509267,1.43
2000,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,505161,1.5
2001,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,506656,1.58
2002,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,509263,1.6600000000000001
2003,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,508730,1.75
2004,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,512908,1.84
2005,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,2.2178061453085265,12,514906,1.93
2006,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,521859,2.03
2007,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,525862,2.14
2008,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,3.192242859669121,17,527739,2.25
2009,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,2.940148815970161,15,530124,2.3699999999999997
2010,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,2.3277573835253653,12,534832,2.4899999999999998
2011,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,4.295540870529635,24,539236,2.62
2012,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,1.866917234814708,11,544480,2.75
2013,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,548936,2.9
2014,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,2.705899527577621,17,554206,3.05
2015,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,2.9235922735722424,18,557602,3.21
2016,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,3.351721288485272,21,559221,3.3699999999999997
2017,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,3.38598989056657,19,560565,3.55
2018,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,3.8318854591714158,20,560279,3.73
2019,48029,Bexar County (TX),Bexar County,nhw,Non-Hispanic White,heroin,Heroin,4.0816351205371015,20,559990,3.92
1999,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,206221,0.8300000000000001
2000,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,200800,0.99
2001,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,196332,1.1700000000000002
2002,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,191457,1.3800000000000001
2003,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,185873,1.6300000000000001
2004,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,179491,1.93
2005,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,173293,2.2800000000000002
2006,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,168396,2.69
2007,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,164877,3.18
2008,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,161638,3.7600000000000002
2009,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,158130,4.45
2010,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,154783,5.26
2011,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,151452,6.22
2012,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,148908,7.359999999999999
2013,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,145853,8.7
2014,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,9.92239122994278,13,143367,10.29
2015,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,12.060326726802135,16,141200,12.16
2016,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,15.246568677224143,19,138640,14.38
2017,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,18.803088908624055,26,137377,17.01
2018,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,21.593036576081207,26,134386,20.110000000000003
2019,36005,Bronx County (NY),Bronx County,nhw,Non-Hispanic White,heroin,Heroin,21.184582652064993,29,130643,23.779999999999998
1999,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,962674,0.14
2000,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,958226,0.3
2001,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,947020,0.64
2002,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,932233,1.36
2003,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,3.717175827568033,34,913530,2.8899999999999997
2004,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,2.763031028323858,23,893998,2.4499999999999997
2005,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,877804,2.07
2006,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,848334,1.76
2007,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,818541,1.49
2008,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,1.447403570299567,11,798932,1.26
2009,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,784369,1.07
2010,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,775672,0.91
2011,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,770653,0.77
2012,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,763585,0.65
2013,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,754253,1.34
2014,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,2.6342189345568023,16,746104,2.75
2015,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,5.631332080331548,33,737851,5.659999999999999
2016,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,12.308317360427253,71,730515,11.65
2017,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,10.026725303162728,62,720212,9.78
2018,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,5.5209929505538495,34,706987,8.209999999999999
2019,12011,Broward County (FL),Broward County,nhw,Non-Hispanic White,heroin,Heroin,8.172431196709377,50,694423,6.9
1999,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,190084,0.05
2000,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,190552,0.06
2001,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,192452,0.09
2002,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,195705,0.12000000000000001
2003,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,198789,0.16
2004,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,203941,0.22
2005,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,206432,0.3
2006,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,208341,0.4
2007,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,209962,0.55
2008,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,213298,0.75
2009,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,217059,1.01
2010,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,220476,1.3800000000000001
2011,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,225773,1.8800000000000001
2012,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,231562,2.56
2013,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,237229,3.48
2014,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,243794,4.73
2015,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,6.938764330331442,20,251884,6.44
2016,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,10.052135258958293,26,257999,8.77
2017,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,7.579255895925227,22,262651,8.209999999999999
2018,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,7.950132740194595,23,266930,7.6899999999999995
2019,45019,Charleston County (SC),Charleston County,nhw,Non-Hispanic White,heroin,Heroin,7.219741072276251,22,271242,7.2
1999,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,3.3509080320273754,30,832459,2.86
2000,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,3.3246837711057604,30,858392,2.73
2001,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,1.8254992773018637,17,879894,2.6
2002,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,1.918746081206966,18,897933,2.4899999999999998
2003,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,1.2217475916345317,11,916665,2.3699999999999997
2004,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,1.8771014226862073,17,941857,2.2600000000000002
2005,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,2.9372837945944035,30,952845,2.16
2006,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,2.109870079117133,21,964853,2.06
2007,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,2.1203539426069637,22,972145,1.97
2008,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,1.6109614323432229,16,974924,1.8800000000000001
2009,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,972104,1.79
2010,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,964296,2.07
2011,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,2.7060702744317613,24,957562,2.38
2012,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,3.0054605805760177,28,958998,2.75
2013,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,3.465769881598915,32,959288,3.17
2014,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,4.644713577277525,44,963273,3.66
2015,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,4.561357597306351,45,967582,4.23
2016,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,5.610157582398396,51,970393,4.88
2017,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,4.983113195544232,46,973100,5.63
2018,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,6.373917141509019,63,978574,6.49
2019,32003,Clark County (NV),Clark County,nhw,Non-Hispanic White,heroin,Heroin,6.533696595666272,66,983198,7.49
1999,13067,Cobb County (GA),Cobb County,nhw,Non-Hispanic White,heroin,Heroin,NA,NA,419855,0.25
