year,st_fips,abbrev,name,race_eth,race_cat,opioid_type,opioid_cat,obs_rate,deaths,pop,model_rate
2000,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,154600,0.11
2001,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,162725,0.21000000000000002
2002,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,169795,0.38
2003,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,177094,0.71
2004,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,184245,1.32
2005,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,190157,2.4499999999999997
2006,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,195603,2.29
2007,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,200494,2.14
2008,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,204404,2
2009,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,209439,1.87
2010,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,214332,1.74
2011,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,218539,1.6300000000000001
2012,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,221973,1.52
2013,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,226221,1.42
2014,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,229833,2.29
2015,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,233857,3.7
2016,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,5.784619991208574,14,238900,5.98
2017,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,243095,1.3900000000000001
2018,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,247095,0.32
2019,24005,Baltimore County (MD),Baltimore County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,251350,0.08
1999,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,97838,0.8400000000000001
2000,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,98771,0.9
2001,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,99418,0.97
2002,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,101112,1.04
2003,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,101433,1.12
2004,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,104127,1.21
2005,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,105779,1.3
2006,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,112182,1.4
2007,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,115011,1.51
2008,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,117818,1.62
2009,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,120551,1.75
2010,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,124080,1.8800000000000001
2011,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,126967,2.03
2012,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,130909,2.18
2013,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,134090,2.3499999999999996
2014,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,137537,2.53
2015,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,141839,2.72
2016,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,145571,2.9299999999999997
2017,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,148712,3.15
2018,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,151591,3.4
2019,48029,Bexar County (TX),Bexar County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,154570,3.66
1999,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,429260,0.12000000000000001
2000,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,434786,0.15000000000000002
2001,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,437196,0.19
2002,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,439501,0.23
2003,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,439237,0.29000000000000004
2004,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,436777,0.35
2005,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,433090,0.44
2006,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,429729,0.54
2007,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,427924,0.6699999999999999
2008,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,428574,0.8300000000000001
2009,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,430157,1.02
2010,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,431052,1.26
2011,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,431700,1.56
2012,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,432381,1.93
2013,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,2.721366559027141,13,434144,2.38
2014,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,435443,2.1
2015,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,2.492198819983811,13,436292,1.85
2016,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,435968,1.6400000000000001
2017,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,432757,1.44
2018,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,428525,1.27
2019,36005,Bronx County (NY),Bronx County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,423776,1.12
1999,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,107482,0.26
2000,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,107758,0.29000000000000004
2001,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,107122,0.32999999999999996
2002,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,106905,0.36
2003,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,106537,0.41000000000000003
2004,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,106615,0.45
2005,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,106468,0.5
2006,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,106282,0.56
2007,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,105773,0.63
2008,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,105628,0.7
2009,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,105632,0.7799999999999999
2010,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,105290,0.8600000000000001
2011,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,106408,0.96
2012,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,107576,1.07
2013,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,108795,1.2
2014,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,109419,1.33
2015,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,109853,1.48
2016,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,110404,1.6500000000000001
2017,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,110008,1.84
2018,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,109314,2.05
2019,45019,Charleston County (SC),Charleston County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,108906,2.2800000000000002
1999,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,124919,1.48
2000,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,131463,1.48
2001,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,139492,1.49
2002,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,147280,1.49
2003,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,154953,1.49
2004,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,165502,1.5
2005,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,176017,1.5
2006,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,187564,1.5
2007,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,197393,1.51
2008,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,205172,1.51
2009,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,210583,1.51
2010,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,213771,1.52
2011,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,216980,1.52
2012,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,224585,1.52
2013,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,229943,1.53
2014,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,238326,1.53
2015,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,249224,1.53
2016,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,261196,1.54
2017,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,273752,1.54
2018,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,285012,1.54
2019,32003,Clark County (NV),Clark County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,294640,1.55
1999,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,91593,0.26
2000,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,93356,0.28
2001,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,94249,0.3
2002,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,95003,0.32999999999999996
2003,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,95338,0.35
2004,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,95531,0.37
2005,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,96623,0.4
2006,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,96911,0.43000000000000005
2007,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,97896,0.46
2008,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,99669,0.5
2009,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,101248,0.53
2010,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,102979,0.5700000000000001
2011,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,104055,0.61
2012,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,104501,0.6599999999999999
2013,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,105890,0.71
2014,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,107074,0.76
2015,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,108341,0.81
2016,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,109228,0.8700000000000001
2017,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,109988,0.9400000000000001
2018,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,110736,1.01
2019,06013,Contra Costa County (CA),Contra Costa County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,111368,1.08
1999,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1407944,0
2000,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1407868,0
2001,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1398106,0
2002,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1388015,0.01
2003,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1376060,0.01
2004,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1361597,0.02
2005,17031,Cook County (IL),Cook County,nhb,Non-Hispanic Black,single_heroin,Heroin alone,NA,NA,1346398,0.04
